"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002577","regulation of antigen processing and presentation","11/1012","20/18614",1.24194693520416e-09,1.01972216056229e-08,4.57559397180481e-09,"PYCARD/CD68/TREM2/CCL19/CCR7/NOD2/CD74/CCL21/NOD1/FCGR2B/HLA-DOB",11
"BP","GO:0051146","striated muscle cell differentiation","44/1012","297/18614",1.32786553225923e-09,1.08873799461255e-08,4.88527483042741e-09,"VEGFA/AGT/CBY1/ARRB2/KRAS/BDNF/IL4/CXCL10/TGFB1/MIR195/G6PD/ACTA1/IGF1/MTOR/LMNA/SMAD4/CXCL9/TNNT2/GPX1/MAPK14/EDN1/CASP3/CDK1/GDF15/SDC1/CDH2/ITGB1/AKT1/NOTCH1/RGS2/PDGFRA/HAMP/CD9/TNNT1/SLC9A1/CD81/HDAC9/ACVR1/ERVW-1/PPARA/PDGFRB/PLD3/STAC3/RB1",44
"BP","GO:0002639","positive regulation of immunoglobulin production","17/1012","53/18614",1.39870712645132e-09,1.1452159469516e-08,5.13869697643622e-09,"IL2/IL6/IL10/CD28/IL4/TGFB1/RBP4/IL13/IL5/PTPRC/CD86/BTK/IL21/HPX/IL33/TBX21/TLR9",17
"BP","GO:0006939","smooth muscle contraction","25/1012","113/18614",1.4157478348068e-09,1.15754711080847e-08,5.19402812563645e-09,"AGT/CHRM3/ADA/KIT/MIR21/ADRB2/PIK3C2A/ADRA2A/CD38/MIR145/TBXA2R/EDN1/RHOA/CALCA/ITGA2/SOD1/PROK2/TNNI3/TPCN2/RGS2/PTGS2/CAV1/OXT/SPHK1/CHRM2",25
"BP","GO:2000352","negative regulation of endothelial cell apoptotic process","14/1012","35/18614",1.43061127180864e-09,1.16806613058566e-08,5.24122800550886e-09,"FGB/NFE2L2/GAS6/IL4/CDH5/ICAM1/ANGPT1/KDR/FGF21/IL13/SERPINE1/TEK/MIR126/BRAF",14
"BP","GO:0031346","positive regulation of cell projection organization","49/1012","353/18614",1.47868362041846e-09,1.20563241910269e-08,5.40979164953798e-09,"INS/MAPT/VEGFA/EPO/NEFL/AGT/APOE/KIT/RET/EP300/BDNF/NFE2L2/MIR21/PIK3R1/WNT3/HGF/PLXNA4/MTOR/RELN/CCL19/NRP1/CCR7/S100A9/TMEM106B/TWF1/MIR200C/NGF/CX3CL1/CCL21/SEPTIN7/FN1/SRC/ITGA2/CXCL12/MUSK/RGS2/HSPA5/OCLN/F2RL1/PLXNB1/PLXNA2/MIR221/GRN/RAPGEF1/BRAF/P2RX7/CENPJ/HRAS/BMPR2",49
"BP","GO:0045620","negative regulation of lymphocyte differentiation","18/1012","60/18614",1.56346603593229e-09,1.27121313575246e-08,5.70405879736955e-09,"IL2/IFNL1/IFNA2/CTLA4/IL4/MIR21/IFNB1/CD74/FOXP3/RUNX1/ANXA1/TBX21/LAG3/HMGB1/IRF1/BCL6/SOCS1/ERBB2",18
"BP","GO:2000630","positive regulation of miRNA metabolic process","18/1012","60/18614",1.56346603593229e-09,1.27121313575246e-08,5.70405879736955e-09,"PRL/IL10/TNF/NFKB1/TGFB1/EGFR/HIF1A/FOS/PPARG/EGR1/SMAD4/FGF2/STAT3/NR1H2/TP53/SMAD3/HRAS/AR",18
"BP","GO:0090199","regulation of release of cytochrome c from mitochondria","16/1012","47/18614",1.58039988259736e-09,1.28319690467558e-08,5.75783115121728e-09,"PYCARD/ARRB2/IGF1/MMP9/HGF/LMNA/PINK1/DNM1L/GPX1/PLAUR/AKT1/TP53/AVP/TNFSF10/PMAIP1/BAK1",16
"BP","GO:0048246","macrophage chemotaxis","15/1012","41/18614",1.61669788816675e-09,1.30903266678986e-08,5.87375876558032e-09,"CSF1/CCL2/MMP2/RARRES2/CCL3/SFTPD/CCL5/C5AR1/PTK2/TAFA4/SAA1/MIF/LGALS3/CSF1R/C5",15
"BP","GO:1990000","amyloid fibril formation","15/1012","41/18614",1.61669788816675e-09,1.30903266678986e-08,5.87375876558032e-09,"APP/MAPT/SNCA/APOE/TREM2/FURIN/IAPP/TARDBP/FUS/MIR31/MDM2/BACE1/B2M/RIPK3/VHL",15
"BP","GO:0010466","negative regulation of peptidase activity","38/1012","236/18614",1.67592757943946e-09,1.35511378000043e-08,6.08052926834554e-09,"APP/TNF/VEGFA/SNCA/A2M/ARRB2/MIR17/VTN/GAS6/MIR195/POR/TIMP1/MMP9/HGF/GPX1/TMED10/CST3/SERPINF2/SERPINA1/SERPING1/COL6A3/TIMP2/SERPINE1/CD27/NGF/PLAUR/SRC/AKT1/CD44/MIRLET7B/AVP/PTGS2/RENBP/SLPI/XIAP/IFI16/CST7/KNG1",38
"BP","GO:0034114","regulation of heterotypic cell-cell adhesion","12/1012","25/18614",1.68403974403388e-09,1.3560463283226e-08,6.08471370470121e-09,"IL1B/IL10/TNF/IL1RN/FGB/ADIPOQ/APOA1/THY1/MBP/AGER/CD44/MIR221",12
"BP","GO:0046641","positive regulation of alpha-beta T cell proliferation","12/1012","25/18614",1.68403974403388e-09,1.3560463283226e-08,6.08471370470121e-09,"CD28/IL12B/PTPN22/EBI3/IL18/PTPRC/HLA-A/IL23A/TYK2/LGALS9/SYK/CD81",12
"BP","GO:0090023","positive regulation of neutrophil chemotaxis","12/1012","25/18614",1.68403974403388e-09,1.3560463283226e-08,6.08471370470121e-09,"CXCL8/DNM1L/CCL19/CCR7/LBP/CD74/EDN1/C5AR1/CXCR2/CCL21/IL23A/MCU",12
"BP","GO:0061097","regulation of protein tyrosine kinase activity","21/1012","82/18614",1.73450468639926e-09,1.39476126501926e-08,6.25843144647353e-09,"APP/AGT/FCGR1A/GAS6/ADAM17/RELN/ADRA2A/EREG/ACE/THY1/PTPRC/SRC/RACK1/NCF1/AREG/CAV1/TGFA/PRNP/DOCK3/SHC1/CSF1R",21
"BP","GO:0060047","heart contraction","39/1012","247/18614",1.82610888825715e-09,1.46640557153178e-08,6.57990652044076e-09,"IL2/TNF/TH/ACE2/AGT/ADRB1/ADA/MTOR/TNNC1/CXCR4/DNM1L/TNNT2/GPX1/DSC2/ACE/DSG2/MIR200C/EDN1/CALCA/SOD1/TNNI3/SUMO1/MDM2/RGS2/RNLS/TAFAZZIN/CAV1/SRI/S100A1/AGTR2/GSTO1/OXT/GCH1/SLC9A1/RYR2/SGCG/NPPA/CHRM2/PDE5A",39
"BP","GO:0046777","protein autophosphorylation","37/1012","227/18614",1.94167763209946e-09,1.55707097904711e-08,6.98673115181842e-09,"INS/TXK/VEGFA/KIT/TYRO3/ADIPOQ/EGFR/MTOR/PINK1/KDR/ACE/THY1/PTPRC/TEK/FLT1/BTK/PTK2/SRC/AKT1/EIF2S1/MUSK/ATM/ENG/FLT4/PDGFRA/CAV1/MOS/SYK/INSRR/AURKA/TAF1/CSF1R/RIPK3/ERBB2/TRIM28/PDGFRB/NBN",37
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","20/1012","75/18614",1.95533839095133e-09,1.56373573645711e-08,7.01663657606842e-09,"IL2/IL10/CD28/IL4/TGFB1/CD40LG/HLA-DRA/PTPRC/FOXP3/HLA-DRB1/BTK/TBX21/HLA-DQA1/CCR6/B2M/AICDA/BCL6/HLA-DOB/NBN/HLA-DQB1",20
"BP","GO:0048662","negative regulation of smooth muscle cell proliferation","20/1012","75/18614",1.95533839095133e-09,1.56373573645711e-08,7.01663657606842e-09,"IL10/ACE2/IL12B/APOE/IFNG/ADIPOQ/PPARG/MFN2/AIF1/SOD2/IL15/MIR145/MIR424/RHOA/MIR34A/CDKN1A/PTGIR/VIP/ANG/BMPR2",20
"BP","GO:0048608","reproductive structure development","44/1012","301/18614",2.03212617834374e-09,1.62292481401605e-08,7.28222380850245e-09,"VEGFA/LEP/AMH/REN/KITLG/GNRH1/A2M/ARRB2/KIT/CTNNB1/TYRO3/AXL/MERTK/RBP4/C3/MMP2/PTPRN/SIRT1/SMAD4/IL1A/KDR/EREG/ACE/CASP3/TLR3/SDC1/SRC/SOD1/NOTCH1/ANXA1/ASPM/ATM/PDGFRA/HSPA5/PGR/TLR9/CHD7/TNFSF10/PSAP/ANG/HOXD13/BAK1/AR/PDGFRB",44
"BP","GO:0045670","regulation of osteoclast differentiation","19/1012","68/18614",2.09661242332686e-09,1.67214136790843e-08,7.50306334304665e-09,"TLR4/TNF/IL12B/CSF1/IFNG/NF1/CTNNB1/IL4/IL17A/PIK3R1/MTOR/TREM2/FOS/CCL3/IAPP/TNFSF11/TLR3/IL23A/TNFRSF11B",19
"BP","GO:0002820","negative regulation of adaptive immune response","18/1012","61/18614",2.1061636104597e-09,1.67747036331709e-08,7.52697507136896e-09,"IL2/IFNA2/IL4/AHR/IFNB1/NOD2/CR2/C4BPA/PTPRC/FOXP3/KLRC1/IL33/TBX21/HAVCR2/CD46/FCGR2B/BCL6/IL7R",18
"BP","GO:0010876","lipid localization","61/1012","497/18614",2.12211507899883e-09,1.68787547643907e-08,7.57366384083792e-09,"IL1B/IL6/TNF/CRP/LEP/AGT/REN/NFKB1/APOE/MIR17/RBP4/ADIPOQ/APOL1/CRH/C3/TSPO/SIRT1/FABP4/TREM2/PPARG/IL1A/FURIN/LBP/APOA1/APOA2/ABCD3/TNFSF11/ACE/RBP2/EDN1/MIR34A/NR1H2/AKT1/ANXA1/POMC/ABCA4/BSCL2/MIF/TPCN2/MIR146A/AGTR1/ANGPTL3/PTGS2/CAV1/TSKU/SYK/OXT/NOS2/PSAP/APOB/SPP1/SFTPA1/P2RX7/SPNS1/MSR1/PLA2G2A/PPARA/PLA2G10/ACSL1/ANXA2/SLC2A1",61
"BP","GO:0034340","response to type I interferon","21/1012","83/18614",2.20441421208007e-09,1.75095183204077e-08,7.85669367348903e-09,"IFNA2/IFNA1/IFNA21/MIR21/STAT1/IFNB1/MX1/JAK1/MMP12/IRF3/IFITM3/TYK2/STING1/OAS1/IFNAR1/IFNA17/IFNAR2/ZBP1/IFITM2/ISG15/IFIT1",21
"BP","GO:0045589","regulation of regulatory T cell differentiation","14/1012","36/18614",2.22425798531744e-09,1.76431644262765e-08,7.91666200015864e-09,"IL2/CD28/IFNG/CTLA4/MIR21/HLA-DRA/FOXP3/HLA-DRB1/LAG3/LGALS9/IRF1/CD46/BCL6/SOCS1",14
"BP","GO:0062207","regulation of pattern recognition receptor signaling pathway","24/1012","107/18614",2.24387868065106e-09,1.77641700011913e-08,7.97095839583859e-09,"TLR4/ARRB2/MIR17/PTPN22/TYRO3/TLR2/TREM2/SARM1/LBP/NOD2/TLR3/TLR1/TLR5/TLR6/MIR146A/HMGB1/CAV1/CD14/TLR9/F2RL1/IRF1/XIAP/PELI1/DHX58",24
"BP","GO:0002673","regulation of acute inflammatory response","16/1012","48/18614",2.25166780206684e-09,1.77641700011913e-08,7.97095839583859e-09,"INS/IL1B/IL6/TNF/NLRP3/FCGR1A/IL4/C3/CCR7/TNFSF11/BTK/PTGS2/GSTP1/FCGR2B/APCS/OSM",16
"BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","16/1012","48/18614",2.25166780206684e-09,1.77641700011913e-08,7.97095839583859e-09,"ACE2/AGT/REN/ADRB1/ADRB2/SOD2/SERPINF2/ACE/EDN1/RHOA/ADRB3/AGTR1/AGTR2/F2RL1/ENPEP/CTSG",16
"BP","GO:2000404","regulation of T cell migration","16/1012","48/18614",2.25166780206684e-09,1.77641700011913e-08,7.97095839583859e-09,"APP/PYCARD/CXCL10/ADAM17/AIF1/RHOA/CCL5/CD200/CCL21/CXCL12/DOCK8/CCR6/ADAM10/CD200R1/RIPK3/CCL20",16
"BP","GO:0097237","cellular response to toxic substance","26/1012","124/18614",2.26858172480457e-09,1.78734888992015e-08,8.02001086425449e-09,"TPO/TNF/ALB/APOE/NFE2L2/GPX4/MIR21/CAT/TXN/PINK1/GPX3/HP/SOD2/GPX1/S100A9/MPO/CCS/FANCC/SOD1/HBA1/PTGS2/ABCB6/GSTP1/GSTO1/GSTM1/GCH1",26
"BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","22/1012","91/18614",2.32680138167882e-09,1.83075112749588e-08,8.21476098766539e-09,"TNF/VEGFA/SNCA/ARRB2/MIR17/GAS6/POR/MMP9/HGF/GPX1/CST3/CD27/PLAUR/SRC/AKT1/CD44/MIRLET7B/AVP/PTGS2/XIAP/IFI16/CST7",22
"BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","23/1012","99/18614",2.33253446277708e-09,1.83279522438103e-08,8.22393305212294e-09,"INS/EPO/MIR17/NFE2L2/HIF1A/MIR21/MMP9/SIRT1/PINK1/SOD2/GPX1/MUC1/CD74/MIR132/PLAUR/SRC/AKT1/CXCL12/MIF/CD44/MDM2/PTGS2/IVNS1ABP",23
"BP","GO:0001503","ossification","55/1012","429/18614",2.80924654715575e-09,2.20441010935201e-08,9.89140571601854e-09,"IL6/TNF/LEP/CSF1/MIR17/NF1/CTNNB1/EGFR/HIF1A/MIR21/COL1A2/CAT/IGF1/MMP2/WNT3/HGF/JUNB/ADRB2/PPARG/SMAD4/CCL3/PTH/TNFSF11/MAPK14/MIR200C/MIR20A/RHOA/CALCA/FGF2/PTK2/AKT1/ALOX5/NOTCH1/MMP13/IL6R/PTGS2/AREG/YAP1/VDR/PLXNB1/OXT/SLC24A3/SPP1/HNRNPC/P2RX7/SMAD3/ACVR1/BMPR2/TWIST1/ACHE/CTHRC1/NOCT/ISG15/LRP4/BMP1",55
"BP","GO:0061458","reproductive system development","44/1012","305/18614",3.08183324854786e-09,2.41506664490761e-08,1.08366423809528e-08,"VEGFA/LEP/AMH/REN/KITLG/GNRH1/A2M/ARRB2/KIT/CTNNB1/TYRO3/AXL/MERTK/RBP4/C3/MMP2/PTPRN/SIRT1/SMAD4/IL1A/KDR/EREG/ACE/CASP3/TLR3/SDC1/SRC/SOD1/NOTCH1/ANXA1/ASPM/ATM/PDGFRA/HSPA5/PGR/TLR9/CHD7/TNFSF10/PSAP/ANG/HOXD13/BAK1/AR/PDGFRB",44
"BP","GO:0045933","positive regulation of muscle contraction","16/1012","49/18614",3.17567766134655e-09,2.48527598503774e-08,1.11516786191441e-08,"ACE2/CHRM3/ADA/KIT/MIR21/TBXA2R/EDN1/RHOA/ITGA2/PROK2/RGS2/PTGS2/GSTO1/OXT/SPHK1/NPPA",16
"BP","GO:0071241","cellular response to inorganic substance","37/1012","231/18614",3.18007127559637e-09,2.48538725630166e-08,1.11521779042867e-08,"APP/TH/SNCA/NFE2L2/EGFR/TSPO/MMP9/PARP1/FABP4/FOS/JUNB/FOXO1/MMP3/TRAF2/EDN1/AOC1/AKT1/TF/SOD1/EIF2S1/SUMO1/ITPKC/NCF1/PTGS2/HSPA5/BACE1/AIFM1/PKD2/PRNP/TLR9/ABCB6/PHOX2B/FOSB/SLC12A3/B2M/BRAF/CYBB",37
"BP","GO:0010827","regulation of glucose transmembrane transport","20/1012","77/18614",3.23144107586002e-09,2.51880060393036e-08,1.13021068926922e-08,"INS/IL1B/TNF/LEP/NFE2L2/ADIPOQ/C3/GH1/IGF1/PIK3R1/FGF21/PTH/ACE/MAPK14/EDN1/GIP/AKT1/OCLN/SLC1A2/BRAF",20
"BP","GO:0071357","cellular response to type I interferon","20/1012","77/18614",3.23144107586002e-09,2.51880060393036e-08,1.13021068926922e-08,"IFNA2/IFNA1/IFNA21/MIR21/STAT1/IFNB1/JAK1/MMP12/IRF3/IFITM3/TYK2/STING1/OAS1/IFNAR1/IFNA17/IFNAR2/ZBP1/IFITM2/ISG15/IFIT1",20
"BP","GO:1904035","regulation of epithelial cell apoptotic process","24/1012","109/18614",3.33322913640378e-09,2.59468142895027e-08,1.16425916433082e-08,"IL6/TNF/ARRB2/FGB/NFE2L2/GAS6/IL4/CCL2/CDH5/ICAM1/ANGPT1/KDR/FGF21/IL13/CD40LG/MIR132/SERPINE1/TEK/MIR126/EIF2S1/YAP1/BRAF/PPARA/RB1",24
"BP","GO:0032689","negative regulation of type II interferon production","15/1012","43/18614",3.48537933423623e-09,2.70591335829283e-08,1.21417002878544e-08,"TLR4/IL10/GAS6/AXL/CD274/NOD2/FOXP3/HLA-DRB1/IL33/HAVCR2/HMGB1/LGALS9/PDCD1LG2/PRNP/DDIT3",15
"BP","GO:0032814","regulation of natural killer cell activation","15/1012","43/18614",3.48537933423623e-09,2.70591335829283e-08,1.21417002878544e-08,"LEP/IL12B/PTPN22/GAS6/AXL/IL18/FCGR3A/IL15RA/IL15/KLRC1/KLRC2/IL23A/LAMP1/HAVCR2/TYK2",15
"BP","GO:0050886","endocrine process","22/1012","93/18614",3.6098222503254e-09,2.79510210270229e-08,1.25418989861428e-08,"IL1B/LEP/ACE2/AGT/REN/KRAS/CRH/TSPO/PPARG/SMAD4/SERPINF2/ACE/EDN1/RHOA/POMC/AGTR1/AGTR2/F2RL1/KISS1/SPP1/ENPEP/CTSG",22
"BP","GO:1904427","positive regulation of calcium ion transmembrane transport","22/1012","93/18614",3.6098222503254e-09,2.79510210270229e-08,1.25418989861428e-08,"CD19/SNCA/CXCL10/G6PD/CXCL9/IL13/F2/THY1/RAMP3/CX3CL1/CXCL11/SUMO1/CAV1/SRI/PKD2/GSTO1/SLC9A1/GRIN1/RYR2/P2RX7/BAK1/STAC3",22
"BP","GO:0045071","negative regulation of viral genome replication","17/1012","56/18614",3.63412412618804e-09,2.81019704255228e-08,1.26096314709838e-08,"TNF/IFNL3/IFIH1/IFNB1/MX1/BST2/CCL5/IFITM3/SLPI/OAS1/AICDA/TRIM28/SETDB1/IFI16/IFITM2/ISG15/IFIT1",17
"BP","GO:0090276","regulation of peptide hormone secretion","33/1012","192/18614",3.69845043213257e-09,2.8561613244712e-08,1.28158777402132e-08,"INS/IL1B/IL6/TNF/LEP/CHRM3/IFNG/FGB/RBP4/HIF1A/CRH/SERP1/FOXO1/ADRA2A/CD38/F2/TNFSF11/GCG/GIP/CCL5/HLA-DRB1/ALOX5/ABCC8/SRI/F2RL1/CHD7/KISS1/NOS2/MCU/SLC8B1/CLOCK/UCN3/SLC30A8",33
"BP","GO:0006109","regulation of carbohydrate metabolic process","32/1012","183/18614",4.10925410653299e-09,3.16922157081687e-08,1.42206099617834e-08,"INS/APP/LEP/SNCA/NFKB1/IFNG/EP300/TGFB1/ADIPOQ/HIF1A/MIR195/GPT/IGF1/MTOR/SIRT1/FOXO1/PTH/TFF3/GCG/STAT3/SRC/AKT1/POMC/PLEK/TP53/PMAIP1/P2RX7/RORC/PPARA/CD244/USP7/P2RY1",32
"BP","GO:0021700","developmental maturation","45/1012","319/18614",4.16849499718366e-09,3.21067480283737e-08,1.44066147049188e-08,"APP/VEGFA/EPO/NEFL/LEP/REN/NF1/RET/CTNNB1/AXL/HIF1A/G6PD/CDH5/C3/C1QA/GH1/IGF1/MMP2/PTPRN/PPARG/RELN/KDR/CCL19/PTH/IL15/EREG/EDN1/RHOA/CX3CR1/CX3CL1/CCL21/BTK/IL21/CCR6/PGR/CLEC7A/PLXNB1/SEMG1/ANG/AURKA/CDC20/DDIT3/PLA2G10/CNTNAP2/RB1",45
"BP","GO:0033077","T cell differentiation in thymus","21/1012","86/18614",4.4194018182902e-09,3.38712383747278e-08,1.51983589372529e-08,"IL1B/CD28/ADA/CTNNB1/ADAM17/IL1A/CCR7/CD74/PTPRC/FOXP3/SOD1/TP53/CCR6/B2M/BRAF/RPS6/RIPK3/TNFRSF9/ERBB2/PRKDC/IL7R",21
"BP","GO:0045069","regulation of viral genome replication","21/1012","86/18614",4.4194018182902e-09,3.38712383747278e-08,1.51983589372529e-08,"CXCL8/TNF/CD28/IFNL3/IFIH1/IFNB1/MX1/BST2/CCL5/NOTCH1/IFITM3/SLPI/OAS1/AICDA/TRIM28/SETDB1/PPARA/IFI16/IFITM2/ISG15/IFIT1",21
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","16/1012","50/18614",4.43589618080372e-09,3.38712383747278e-08,1.51983589372529e-08,"IL12B/HLA-DRA/PTPRC/HLA-C/KLRC1/HLA-A/HLA-DRB1/IL23A/AGER/HLA-B/B2M/P2RX7/FCGR2B/RIPK3/CD1C/IL7R",16
"BP","GO:0032770","positive regulation of monooxygenase activity","13/1012","32/18614",4.43814036863522e-09,3.38712383747278e-08,1.51983589372529e-08,"INS/IL1B/TNF/APOE/IFNG/HIF1A/POR/NOD1/AKT1/S100A1/AGTR2/VDR/GCH1",13
"BP","GO:0033032","regulation of myeloid cell apoptotic process","13/1012","32/18614",4.43814036863522e-09,3.38712383747278e-08,1.51983589372529e-08,"EPO/KITLG/NF1/GAS6/ADIPOQ/ADAM17/SIRT1/NOD2/CDKN2A/CXCR2/SLC7A11/ANXA1/MIF",13
"BP","GO:0034390","smooth muscle cell apoptotic process","13/1012","32/18614",4.43814036863522e-09,3.38712383747278e-08,1.51983589372529e-08,"IL12B/ARRB2/MIR17/IFNG/MIR21/IGF1/SIRT1/PPARG/MFN2/SOD2/CDKN2A/EDN1/DNMT1",13
"BP","GO:0034391","regulation of smooth muscle cell apoptotic process","13/1012","32/18614",4.43814036863522e-09,3.38712383747278e-08,1.51983589372529e-08,"IL12B/ARRB2/MIR17/IFNG/MIR21/IGF1/SIRT1/PPARG/MFN2/SOD2/CDKN2A/EDN1/DNMT1",13
"BP","GO:0003085","negative regulation of systemic arterial blood pressure","11/1012","22/18614",4.71580505766975e-09,3.58499302563555e-08,1.608621751244e-08,"TNF/ADRB1/MIR17/ADRB2/SOD2/NPPB/CALCA/ADRB3/AGTR2/BMPR2/NPPA",11
"BP","GO:0032928","regulation of superoxide anion generation","11/1012","22/18614",4.71580505766975e-09,3.58499302563555e-08,1.608621751244e-08,"MAPT/ITGAM/CRP/AGT/TGFB1/ITGB2/SOD1/CLEC7A/SYK/F2RL1/GSTP1",11
"BP","GO:0071359","cellular response to dsRNA","11/1012","22/18614",4.71580505766975e-09,3.58499302563555e-08,1.608621751244e-08,"NFKB1/IFIH1/IFNB1/RIGI/TLR3/IRF3/CAV1/CGAS/STING1/P2RX7/IFIT1",11
"BP","GO:0009749","response to glucose","33/1012","194/18614",4.84069465926685e-09,3.67038923191621e-08,1.64693987178551e-08,"TH/GAS6/ADIPOQ/HIF1A/ANGPT2/PTPRN/TREM2/EGR1/SMAD4/FGF21/GPX1/ADRA2A/SARM1/APOA2/ACE/RHOA/GCG/GIP/CASP3/MIR320A/HLA-DRB1/AQP4/RACK1/ABCC8/AGER/MIR146A/NCF1/SRI/PCSK1/MIR221/UCN3/SLC30A8/PTPRN2",33
"BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","33/1012","194/18614",4.84069465926685e-09,3.67038923191621e-08,1.64693987178551e-08,"IL10/NLRP3/PYCARD/ARRB2/GAS6/MIR21/CAT/SIRT1/KEAP1/TRIM21/NOD2/PEX14/PTGIS/CDKN2A/FOXP3/TBXT/CD200/SUMO1/HAVCR2/SRI/PKD2/AIM2/PRNP/TLR9/DDIT3/TAF1/TWIST1/ITCH/TRIM37/PLA2G10/PELI1/USP7/RB1",33
"BP","GO:0010332","response to gamma radiation","17/1012","57/18614",4.91829296691569e-09,3.71957835505681e-08,1.66901151679089e-08,"CXCL10/MIR21/PARP1/EGR1/IL1A/SOD2/GPX1/PTPRC/ATM/TP53/MDM2/YAP1/HSPA5/CDKN1A/HRAS/BAK1/PRKDC",17
"BP","GO:0043388","positive regulation of DNA binding","17/1012","57/18614",4.91829296691569e-09,3.71957835505681e-08,1.66901151679089e-08,"IFNG/CTNNB1/EP300/TGFB1/IGF1/MMP9/PARP1/PPARG/TXN/MMP8/NGF/PLAUR/ITGA2/HMGB1/TWIST1/TRIM28/RB1",17
"BP","GO:0045453","bone resorption","18/1012","64/18614",4.95024554974558e-09,3.73890639325745e-08,1.67768419828179e-08,"IL6/NF1/CTNNB1/ADRB2/PTH/CD38/IL7/IAPP/TNFSF11/CALCA/SRC/TF/TNFRSF11B/HAMP/SYK/SPP1/P2RX7/CSF1R",18
"BP","GO:0006509","membrane protein ectodomain proteolysis","15/1012","44/18614",5.02370307506006e-09,3.77973850409281e-08,1.69600596938965e-08,"IL1B/IL10/TNF/APOE/IFNG/ADAM17/TIMP1/ADRA2A/FURIN/TIMP2/MMP7/PRTN3/BACE1/ADAM10/P2RX7",15
"BP","GO:0010828","positive regulation of glucose transmembrane transport","15/1012","44/18614",5.02370307506006e-09,3.77973850409281e-08,1.69600596938965e-08,"INS/NFE2L2/ADIPOQ/C3/GH1/IGF1/PIK3R1/FGF21/PTH/MAPK14/GIP/AKT1/OCLN/SLC1A2/BRAF",15
"BP","GO:0072538","T-helper 17 type immune response","15/1012","44/18614",5.02370307506006e-09,3.77973850409281e-08,1.69600596938965e-08,"IL2/IL6/IL12B/IL4/MIR21/JUNB/FOXP3/STAT3/NOTCH1/IL23A/TBX21/IL6R/TYK2/CLEC7A/RORC",15
"BP","GO:2000108","positive regulation of leukocyte apoptotic process","12/1012","27/18614",5.0866336766062e-09,3.82216715596913e-08,1.715044124219e-08,"IL10/PDCD1/NF1/CD274/IDO1/SIRT1/CDKN2A/CCL5/ANXA1/TP53/LGALS9/P2RX7",12
"BP","GO:0051385","response to mineralocorticoid","14/1012","38/18614",5.11462439898344e-09,3.83826626912159e-08,1.72226795517421e-08,"TH/NEFL/PARP1/FOS/HSD3B2/ACE/EDN1/SRC/AIFM1/HTR1B/FOSB/SLC12A3/UCN3/CYBB",14
"BP","GO:0045913","positive regulation of carbohydrate metabolic process","20/1012","79/18614",5.245427556271e-09,3.93138070435388e-08,1.76404932121826e-08,"INS/APP/SNCA/NFKB1/IFNG/HIF1A/GPT/IGF1/MTOR/SIRT1/FOXO1/PTH/GCG/SRC/AKT1/PMAIP1/P2RX7/PPARA/CD244/P2RY1",20
"BP","GO:0019079","viral genome replication","26/1012","129/18614",5.49345846858445e-09,4.1120048921056e-08,1.84509717685996e-08,"CXCL8/TNF/CD28/GAS6/CCL2/IFNL3/IFIH1/PIK3C3/IFNB1/MX1/BST2/CCL5/CXCR6/NOTCH1/IFITM3/MIR221/SLPI/OAS1/AICDA/TRIM28/SETDB1/PPARA/IFI16/IFITM2/ISG15/IFIT1",26
"BP","GO:0032092","positive regulation of protein binding","21/1012","87/18614",5.53068866672769e-09,4.12929833278289e-08,1.85285691436249e-08,"APP/APOE/EP300/VTN/BDNF/CSF3/MMP9/CLDN5/NRP1/EPB41/TRIM21/ACE/GCG/IDE/CAV1/STING1/B2M/TAF1/TRIM28/ANXA2/CTHRC1",21
"BP","GO:0048678","response to axon injury","21/1012","87/18614",5.53068866672769e-09,4.12929833278289e-08,1.85285691436249e-08,"EPO/NEFL/AXL/TSPO/MMP2/TREM2/AIF1/SOD2/SARM1/GIP/MIR34A/THY1/FGF2/CDK1/SOD1/PCSK1/MIR221/GRN/BRAF/SPP1/MORN4",21
"BP","GO:0031331","positive regulation of cellular catabolic process","56/1012","450/18614",5.96707452354749e-09,4.44942827355339e-08,1.99650237817942e-08,"INS/APP/IL1B/IL6/TNF/SNCA/APOE/IFNG/NFE2L2/IL4/HIF1A/IGF1/IKBKG/MTOR/SIRT1/ADRB2/KEAP1/PIK3C2A/FOXO1/PINK1/KDR/FGF21/ADRA2A/FURIN/IFNB1/TRIM21/NOD2/TARDBP/VDAC1/MIR486-1/MEFV/GABARAP/NOD1/PTK2/AKT1/RACK1/IL33/SUMO1/MIR146A/ATM/MDM2/HMGB1/CAV1/STING1/MIR885/TLR9/AURKA/CDC20/P2RX7/TAF1/TWIST1/ITCH/PPARA/EXOSC9/NOCT/VHL",56
